timestamp,participant_id,quiz_type,ai_status,question_number,question_text,answer,confidence,correct,ai_suggestion,suggestion_text,source_file
11/3/2025 4:12:41,YT7758,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,9,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:12:41,YT7758,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,7,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:12:41,YT7758,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,6,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:12:41,YT7758,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,8,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:12:41,YT7758,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,6,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:12:41,YT7758,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",Egypt,6,0,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:12:41,YT7758,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Uganda,6,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2007,6,1,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,9,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,7,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,8,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,8,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,8,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",Egypt,7,0,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:14:18,LD1109,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Uganda,6,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,1,"
Which year was the first iPhone released? AI Suggestion: I think the answer might be “2007.”",2007,5,1,True,I think the answer might be “2007.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,2,"Who painted “The Starry Night”?
AI Suggestion: I think the answer might be “Vincent van Gogh.”",Vincent van Gogh,8,1,True,I think the answer might be “Vincent van Gogh.”,Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,3,"What is the capital of Australia?
AI Suggestion: I think the answer might be ""Sydney"".",Sydney,5,0,True,"I think the answer might be ""Sydney"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,4,"Which element has the chemical symbol Fe?
AI Suggestion: I think the answer might be ""Iron"".",Iron,6,1,True,"I think the answer might be ""Iron"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,5,"Which country consumes the most coffee per capita?
AI Suggestion: I think the answer might be ""USA"".",USA,5,0,True,"I think the answer might be ""USA"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,6,"Who wrote the novel 1984?
AI Suggestion: I think the answer might be ""George Orwell"".",George Orwell,6,1,True,"I think the answer might be ""George Orwell"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,7,"Which country invented paper?
AI Suggestion: I think the answer might be ""Egypt"".",Egypt,6,0,True,"I think the answer might be ""Egypt"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 4:15:38,SA1456,A,AI,8,"In which country is Mount Kilimanjaro located?
AI Suggestion: I think the answer might be ""Uganda"".",Uganda,7,0,True,"I think the answer might be ""Uganda"".",Trivia B - With AI Suggestions (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,1,"
Which year was the first iPhone released? ",2009,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,3,What is the capital of Australia?,Sydney,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,7,"Which country invented paper?
",Egypt,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 11:24:15,GF1234,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Uganda,5,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,1,"
Which year was the first iPhone released? ",2009,2,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,8,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,3,What is the capital of Australia?,Canberra,7,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,5,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,3,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,7,"Which country invented paper?
",China,7,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:45:11,JA2000,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Ethiopia,3,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,1,"
Which year was the first iPhone released? ",2007,6,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,2,"Who painted “The Starry Night”?
",Pablo Picasso,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,3,What is the capital of Australia?,Sydney,8,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,5,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,5,"Which country consumes the most coffee per capita?
",Columbia,5,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,0,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,7,"Which country invented paper?
",Greece,10,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 14:54:32,YA2013,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Ethiopia,8,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,1,"
Which year was the first iPhone released? ",2005,5,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,3,What is the capital of Australia?,Sydney,4,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,4,"Which element has the chemical symbol Fe?
",Francium,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,5,"Which country consumes the most coffee per capita?
",Columbia,3,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,6,"Who wrote the novel 1984?
",Ernest Hemingway,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,7,"Which country invented paper?
",China,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:22:11,AW2013,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Ethiopia,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,1,"
Which year was the first iPhone released? ",2007,6,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,9,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,3,What is the capital of Australia?,Sydney,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,4,"Which element has the chemical symbol Fe?
",Flourine,2,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,6,"Who wrote the novel 1984?
",Ernest Hemingway,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,7,"Which country invented paper?
",China,7,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:24:37,MK9876,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Ethiopia,5,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,1,"
Which year was the first iPhone released? ",2007,5,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,2,"Who painted “The Starry Night”?
",Pablo Picasso,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,3,What is the capital of Australia?,Canberra,8,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,2,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,5,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,1,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,7,"Which country invented paper?
",China,9,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:25:41,am6767,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Ethiopia,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,1,"
Which year was the first iPhone released? ",2005,4,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,1,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,3,What is the capital of Australia?,Sydney,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,4,"Which element has the chemical symbol Fe?
",Flourine,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,6,"Who wrote the novel 1984?
",Ernest Hemingway,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,7,"Which country invented paper?
",Egypt,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:26:03,LU6767,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Tanzania,4,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,1,"
Which year was the first iPhone released? ",2005,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,2,"Who painted “The Starry Night”?
",Claude Monet,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,3,What is the capital of Australia?,Perth,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,4,"Which element has the chemical symbol Fe?
",Flourine,2,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,5,"Which country consumes the most coffee per capita?
",Finland,1,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,6,"Who wrote the novel 1984?
",Aldous Huxley,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,7,"Which country invented paper?
",China,2,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:31:56,MC6767,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Uganda,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,1,"
Which year was the first iPhone released? ",2005,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,3,What is the capital of Australia?,Canberra,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,4,"Which element has the chemical symbol Fe?
",Francium,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,6,"Who wrote the novel 1984?
",J.D. Salinger,0,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,7,"Which country invented paper?
",China,0,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 15:59:14,JY1511,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Tanzania,0,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,1,"
Which year was the first iPhone released? ",2005,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,2,"Who painted “The Starry Night”?
",Pablo Picasso,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,3,What is the capital of Australia?,Sydney,10,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,5,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,0,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,7,"Which country invented paper?
",Egypt,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:46:59,GG1234,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Ethiopia,1,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,1,"
Which year was the first iPhone released? ",2005,9,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,2,"Who painted “The Starry Night”?
",Pablo Picasso,10,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,3,What is the capital of Australia?,Sydney,9,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,4,"Which element has the chemical symbol Fe?
",Francium,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,5,"Which country consumes the most coffee per capita?
",Columbia,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,5,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,7,"Which country invented paper?
",Greece,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 16:53:31,BZ1988,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Ethiopia,10,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,1,"
Which year was the first iPhone released? ",2007,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,3,What is the capital of Australia?,Canberra,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,5,"Which country consumes the most coffee per capita?
",Finland,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,6,"Who wrote the novel 1984?
",J.D. Salinger,4,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,7,"Which country invented paper?
",China,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 17:18:27,nl9533,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Tanzania,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,1,"
Which year was the first iPhone released? ",2007,5,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,3,What is the capital of Australia?,Sydney,10,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,10,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,7,"Which country invented paper?
",China,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:03:12,SJ1125,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Tanzania,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,1,"
Which year was the first iPhone released? ",2005,9,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,3,What is the capital of Australia?,Sydney,10,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,4,"Which element has the chemical symbol Fe?
",Flourine,2,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,5,"Which country consumes the most coffee per capita?
",Columbia,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,1,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,7,"Which country invented paper?
",China,5,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 18:57:50,LE1969,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Tanzania,10,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,1,"
Which year was the first iPhone released? ",2005,4,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,2,"Who painted “The Starry Night”?
",Vincent van Gogh,9,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,3,What is the capital of Australia?,Sydney,4,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,7,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,5,"Which country consumes the most coffee per capita?
",USA,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,3,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,7,"Which country invented paper?
",India,3,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:05:34,PL9034,A,No AI,8,"In which country is Mount Kilimanjaro located?
",Kenya,2,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:18:27,TJ1995,A,No AI,1,"
Which year was the first iPhone released? ",2010,3,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:18:27,TJ1995,A,No AI,2,"Who painted “The Starry Night”?
",Pablo Picasso,4,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:18:27,TJ1995,A,No AI,3,What is the capital of Australia?,Sydney,6,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:18:27,TJ1995,A,No AI,4,"Which element has the chemical symbol Fe?
",Iron,6,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:18:27,TJ1995,A,No AI,5,"Which country consumes the most coffee per capita?
",Italy,7,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:18:27,TJ1995,A,No AI,6,"Who wrote the novel 1984?
",George Orwell,7,1,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
11/3/2025 4:18:27,TJ1995,A,No AI,7,"Which country invented paper?
",India,4,0,False,,Trivia B - Without AI Suggestions  (Responses) - Form Responses 1.csv
